Year,Month,Day,Category,Num Articles
2016,1,1,Fashion & Style,2
2016,1,1,Books,1
2016,1,1,Food,1
2016,1,1,Sports,14
2016,1,1,Corrections,1
2016,1,1,N.Y. / Region,15
2016,1,1,Science,1
2016,1,1,Arts,24
2016,1,1,Movies,7
2016,1,1,Business Day,13
2016,1,1,Technology,5
2016,1,1,T Magazine,1
2016,1,1,Paid Death Notices,5
2016,1,1,World,21
2016,1,1,Multimedia/Photos,1
2016,1,1,Opinion,13
2016,1,1,Automobiles,2
2016,1,1,Crosswords & Games,1
2016,1,1,Health,1
2016,1,1,Theater,4
2016,1,1,Times Insider,1
2016,1,1,U.S.,14
2016,1,2,Books,2
2016,1,2,Opinion,12
2016,1,2,World,17
2016,1,2,Paid Death Notices,3
2016,1,2,Your Money,3
2016,1,2,Sports,15
2016,1,2,Corrections,1
2016,1,2,N.Y. / Region,6
2016,1,2,Crosswords & Games,2
2016,1,2,U.S.,12
2016,1,2,The Upshot,1
2016,1,2,Arts,8
2016,1,2,Theater,1
2016,1,2,Business Day,5
2016,1,2,Technology,3
2016,1,3,Fashion & Style,23
2016,1,3,Style,1
2016,1,3,Books,24
2016,1,3,Opinion,18
2016,1,3,Universal,2
2016,1,3,Sports,46
2016,1,3,Corrections,1
2016,1,3,N.Y. / Region,27
2016,1,3,The Upshot,1
2016,1,3,Arts,17
2016,1,3,Movies,8
2016,1,3,Business Day,8
2016,1,3,Magazine,14
2016,1,3,Travel,10
2016,1,3,World,7
2016,1,3,Paid Death Notices,54
2016,1,3,Your Money,1
2016,1,3,Real Estate,9
2016,1,3,Job Market,1
2016,1,3,Crosswords & Games,1
2016,1,3,Theater,3
2016,1,3,U.S.,9
2016,1,4,Fashion & Style,1
2016,1,4,Blogs,3
2016,1,4,Style,1
2016,1,4,Books,2
2016,1,4,Food,2
2016,1,4,Education,4
2016,1,4,Universal,3
2016,1,4,Sports,21
2016,1,4,Corrections,1
2016,1,4,N.Y. / Region,10
2016,1,4,Science,2
2016,1,4,NYT Now,2
2016,1,4,Arts,7
2016,1,4,T Magazine,4
2016,1,4,Business Day,12
2016,1,4,Technology,5
2016,1,4,Real Estate,1
2016,1,4,Travel,3
2016,1,4,World,14
2016,1,4,Multimedia/Photos,2
2016,1,4,Your Money,1
2016,1,4,Opinion,19
2016,1,4,Crosswords & Games,2
2016,1,4,U.S.,31
2016,1,4,Health,5
2016,1,4,Theater,1
2016,1,4,Times Insider,1
2016,1,4,Paid Death Notices,10
2016,1,5,Fashion & Style,2
2016,1,5,Blogs,3
2016,1,5,Books,2
2016,1,5,Food,1
2016,1,5,Education,4
2016,1,5,Universal,1
2016,1,5,N.Y. / Region,16
2016,1,5,Corrections,1
2016,1,5,Sports,21
2016,1,5,Science,7
2016,1,5,NYT Now,2
2016,1,5,The Upshot,2
2016,1,5,Arts,24
2016,1,5,Movies,2
2016,1,5,Business Day,18
2016,1,5,Technology,5
2016,1,5,T Magazine,4
2016,1,5,World,23
2016,1,5,Multimedia/Photos,2
2016,1,5,Your Money,1
2016,1,5,Opinion,23
2016,1,5,Crosswords & Games,1
2016,1,5,U.S.,34
2016,1,5,Health,2
2016,1,5,Times Insider,1
2016,1,5,Paid Death Notices,11
2016,1,5,Times Topics,1
2016,1,6,Blogs,3
2016,1,6,Travel,3
2016,1,6,Books,2
2016,1,6,Food,16
2016,1,6,Education,4
2016,1,6,Universal,3
2016,1,6,Sports,22
2016,1,6,Corrections,1
2016,1,6,N.Y. / Region,16
2016,1,6,NYT Now,3
2016,1,6,The Upshot,5
2016,1,6,Arts,11
2016,1,6,Movies,3
2016,1,6,Business Day,25
2016,1,6,Technology,7
2016,1,6,T Magazine,5
2016,1,6,Magazine,1
2016,1,6,Real Estate,6
2016,1,6,World,23
2016,1,6,Multimedia/Photos,2
2016,1,6,Opinion,24
2016,1,6,Crosswords & Games,1
2016,1,6,U.S.,41
2016,1,6,Health,4
2016,1,6,Theater,2
2016,1,6,Times Insider,1
2016,1,6,Paid Death Notices,7
2016,1,7,Fashion & Style,13
2016,1,7,Blogs,2
2016,1,7,Books,1
2016,1,7,Opinion,22
2016,1,7,Education,4
2016,1,7,Universal,3
2016,1,7,N.Y. / Region,15
2016,1,7,Corrections,1
2016,1,7,Sports,20
2016,1,7,Science,3
2016,1,7,NYT Now,2
2016,1,7,The Upshot,3
2016,1,7,Arts,23
2016,1,7,Movies,6
2016,1,7,Business Day,28
2016,1,7,Technology,7
2016,1,7,T Magazine,11
2016,1,7,Magazine,1
2016,1,7,World,20
2016,1,7,Multimedia/Photos,2
2016,1,7,Your Money,1
2016,1,7,Travel,4
2016,1,7,Crosswords & Games,1
2016,1,7,U.S.,47
2016,1,7,Health,4
2016,1,7,Times Insider,1
2016,1,7,Paid Death Notices,15
2016,1,8,Fashion & Style,11
2016,1,8,Blogs,3
2016,1,8,Style,1
2016,1,8,Sports,19
2016,1,8,Books,1
2016,1,8,Food,1
2016,1,8,Education,4
2016,1,8,Universal,1
2016,1,8,N.Y. / Region,17
2016,1,8,Corrections,1
2016,1,8,Business Day,19
2016,1,8,Science,2
2016,1,8,NYT Now,4
2016,1,8,The Upshot,2
2016,1,8,Arts,25
2016,1,8,Movies,14
2016,1,8,U.S.,36
2016,1,8,Technology,5
2016,1,8,T Magazine,8
2016,1,8,Magazine,1
2016,1,8,Travel,2
2016,1,8,Great Homes & Destinations,2
2016,1,8,World,23
2016,1,8,Multimedia/Photos,1
2016,1,8,Your Money,1
2016,1,8,Opinion,25
2016,1,8,Automobiles,2
2016,1,8,Crosswords & Games,1
2016,1,8,Health,4
2016,1,8,Theater,3
2016,1,8,Times Insider,1
2016,1,8,Paid Death Notices,15
2016,1,9,Fashion & Style,8
2016,1,9,Opinion,7
2016,1,9,World,12
2016,1,9,Technology,1
2016,1,9,Universal,1
2016,1,9,Sports,15
2016,1,9,Corrections,1
2016,1,9,N.Y. / Region,7
2016,1,9,Science,1
2016,1,9,Crosswords & Games,2
2016,1,9,U.S.,14
2016,1,9,Arts,2
2016,1,9,T Magazine,1
2016,1,9,Business Day,5
2016,1,9,Paid Death Notices,4
2016,1,10,Fashion & Style,32
2016,1,10,Travel,8
2016,1,10,Books,23
2016,1,10,Opinion,21
2016,1,10,Universal,4
2016,1,10,Sports,29
2016,1,10,Corrections,1
2016,1,10,N.Y. / Region,27
2016,1,10,NYT Now,1
2016,1,10,The Upshot,1
2016,1,10,Arts,16
2016,1,10,Movies,6
2016,1,10,Business Day,6
2016,1,10,Technology,2
2016,1,10,T Magazine,2
2016,1,10,Magazine,12
2016,1,10,Public Editor,1
2016,1,10,World,15
2016,1,10,Multimedia/Photos,1
2016,1,10,Your Money,1
2016,1,10,Real Estate,13
2016,1,10,Job Market,2
2016,1,10,Crosswords & Games,1
2016,1,10,U.S.,13
2016,1,10,Theater,5
2016,1,10,Paid Death Notices,38
2016,1,11,Fashion & Style,6
2016,1,11,Blogs,3
2016,1,11,Travel,1
2016,1,11,Books,1
2016,1,11,Food,1
2016,1,11,Education,5
2016,1,11,Universal,6
2016,1,11,N.Y. / Region,9
2016,1,11,Corrections,1
2016,1,11,Sports,18
2016,1,11,Science,1
2016,1,11,NYT Now,2
2016,1,11,The Upshot,1
2016,1,11,Arts,13
2016,1,11,Movies,3
2016,1,11,Business Day,11
2016,1,11,Technology,2
2016,1,11,T Magazine,10
2016,1,11,World,16
2016,1,11,Multimedia/Photos,2
2016,1,11,Your Money,1
2016,1,11,Opinion,19
2016,1,11,Crosswords & Games,1
2016,1,11,U.S.,24
2016,1,11,Health,4
2016,1,11,Theater,4
2016,1,11,Times Insider,1
2016,1,11,Paid Death Notices,15
2016,1,12,Blogs,3
2016,1,12,Times Insider,1
2016,1,12,Education,4
2016,1,12,Opinion,16
2016,1,12,World,6
2016,1,12,Multimedia/Photos,3
2016,1,12,Arts,7
2016,1,12,N.Y. / Region,2
2016,1,12,Corrections,1
2016,1,12,Business Day,3
2016,1,12,Science,1
2016,1,12,NYT Now,2
2016,1,12,Crosswords & Games,1
2016,1,12,U.S.,19
2016,1,12,The Upshot,2
2016,1,12,Health,1
2016,1,12,T Magazine,6
2016,1,12,Real Estate,2
2016,1,12,Technology,3
2016,1,12,Travel,1
2016,1,12,Times Topics,1
2016,1,13,Fashion & Style,4
2016,1,13,Blogs,3
2016,1,13,Travel,4
2016,1,13,Sports,20
2016,1,13,Books,2
2016,1,13,Food,15
2016,1,13,Education,4
2016,1,13,Universal,3
2016,1,13,Obituaries,27
2016,1,13,Corrections,1
2016,1,13,N.Y. / Region,12
2016,1,13,Science,2
2016,1,13,NYT Now,3
2016,1,13,The Upshot,3
2016,1,13,Arts,18
2016,1,13,Movies,6
2016,1,13,Business Day,15
2016,1,13,Technology,5
2016,1,13,T Magazine,3
2016,1,13,Magazine,2
2016,1,13,Real Estate,4
2016,1,13,World,27
2016,1,13,Multimedia/Photos,2
2016,1,13,Opinion,28
2016,1,13,Automobiles,2
2016,1,13,Crosswords & Games,1
2016,1,13,U.S.,48
2016,1,13,Health,3
2016,1,13,Theater,5
2016,1,13,Times Insider,1
2016,1,13,Paid Death Notices,15
2016,1,14,Fashion & Style,12
2016,1,14,Blogs,3
2016,1,14,Style,3
2016,1,14,Books,1
2016,1,14,Opinion,23
2016,1,14,Education,5
2016,1,14,Universal,2
2016,1,14,Sports,22
2016,1,14,Corrections,1
2016,1,14,N.Y. / Region,15
2016,1,14,Science,1
2016,1,14,NYT Now,2
2016,1,14,The Upshot,1
2016,1,14,Arts,23
2016,1,14,Movies,10
2016,1,14,Business Day,23
2016,1,14,Technology,7
2016,1,14,T Magazine,5
2016,1,14,World,33
2016,1,14,Multimedia/Photos,2
2016,1,14,Your Money,1
2016,1,14,Travel,1
2016,1,14,Crosswords & Games,1
2016,1,14,U.S.,38
2016,1,14,Health,8
2016,1,14,Theater,1
2016,1,14,Times Insider,1
2016,1,14,Paid Death Notices,12
2016,1,15,Fashion & Style,3
2016,1,15,Blogs,4
2016,1,15,Style,1
2016,1,15,Books,1
2016,1,15,Food,1
2016,1,15,Education,5
2016,1,15,Universal,5
2016,1,15,N.Y. / Region,12
2016,1,15,Corrections,1
2016,1,15,Sports,25
2016,1,15,Science,3
2016,1,15,NYT Now,2
2016,1,15,The Upshot,1
2016,1,15,Arts,35
2016,1,15,Movies,13
2016,1,15,Business Day,26
2016,1,15,Technology,5
2016,1,15,T Magazine,4
2016,1,15,Magazine,1
2016,1,15,Real Estate,2
2016,1,15,Travel,1
2016,1,15,World,26
2016,1,15,Multimedia/Photos,2
2016,1,15,Opinion,33
2016,1,15,Automobiles,2
2016,1,15,Crosswords & Games,1
2016,1,15,U.S.,37
2016,1,15,Health,5
2016,1,15,Theater,7
2016,1,15,Times Insider,1
2016,1,15,Paid Death Notices,12
2016,1,16,Fashion & Style,10
2016,1,16,Sports,25
2016,1,16,Books,1
2016,1,16,Opinion,15
2016,1,16,World,25
2016,1,16,Health,2
2016,1,16,Your Money,4
2016,1,16,Technology,2
2016,1,16,N.Y. / Region,10
2016,1,16,Corrections,1
2016,1,16,Business Day,21
2016,1,16,Crosswords & Games,2
2016,1,16,The Upshot,1
2016,1,16,Arts,5
2016,1,16,Theater,2
2016,1,16,Movies,2
2016,1,16,U.S.,22
2016,1,16,Paid Death Notices,3
2016,1,17,Fashion & Style,35
2016,1,17,Travel,7
2016,1,17,Books,27
2016,1,17,Opinion,23
2016,1,17,Universal,4
2016,1,17,Sports,35
2016,1,17,Corrections,1
2016,1,17,N.Y. / Region,24
2016,1,17,Science,1
2016,1,17,The Upshot,1
2016,1,17,Arts,19
2016,1,17,Movies,4
2016,1,17,Business Day,13
2016,1,17,Technology,2
2016,1,17,T Magazine,1
2016,1,17,Magazine,14
2016,1,17,Paid Death Notices,60
2016,1,17,World,15
2016,1,17,Health,2
2016,1,17,Your Money,2
2016,1,17,Real Estate,11
2016,1,17,Job Market,2
2016,1,17,Obituaries,1
2016,1,17,Crosswords & Games,1
2016,1,17,U.S.,20
2016,1,17,Theater,3
2016,1,17,Sunday Review,1
2016,1,18,Fashion & Style,7
2016,1,18,Travel,2
2016,1,18,Books,2
2016,1,18,Food,1
2016,1,18,Education,1
2016,1,18,Universal,3
2016,1,18,N.Y. / Region,9
2016,1,18,Corrections,1
2016,1,18,Sports,24
2016,1,18,Science,1
2016,1,18,Arts,21
2016,1,18,Movies,1
2016,1,18,Business Day,15
2016,1,18,Technology,6
2016,1,18,T Magazine,7
2016,1,18,Magazine,1
2016,1,18,World,15
2016,1,18,Multimedia/Photos,1
2016,1,18,Opinion,14
2016,1,18,Crosswords & Games,2
2016,1,18,U.S.,23
2016,1,18,Health,3
2016,1,18,Theater,2
2016,1,18,Times Insider,1
2016,1,18,Paid Death Notices,9
2016,1,19,Fashion & Style,2
2016,1,19,Blogs,3
2016,1,19,Books,3
2016,1,19,Food,1
2016,1,19,Education,4
2016,1,19,Universal,3
2016,1,19,N.Y. / Region,9
2016,1,19,Corrections,1
2016,1,19,Sports,19
2016,1,19,Science,10
2016,1,19,NYT Now,3
2016,1,19,The Upshot,3
2016,1,19,Arts,15
2016,1,19,Movies,1
2016,1,19,Business Day,20
2016,1,19,Technology,6
2016,1,19,T Magazine,5
2016,1,19,World,28
2016,1,19,Multimedia/Photos,2
2016,1,19,Opinion,25
2016,1,19,Crosswords & Games,1
2016,1,19,U.S.,30
2016,1,19,Health,3
2016,1,19,Theater,3
2016,1,19,Paid Death Notices,16
2016,1,19,Times Topics,1
2016,1,20,Fashion & Style,6
2016,1,20,Blogs,3
2016,1,20,Books,1
2016,1,20,Food,16
2016,1,20,Education,4
2016,1,20,N.Y. / Region,14
2016,1,20,Corrections,1
2016,1,20,Sports,21
2016,1,20,Science,3
2016,1,20,NYT Now,3
2016,1,20,The Upshot,3
2016,1,20,Arts,14
2016,1,20,Movies,3
2016,1,20,Business Day,32
2016,1,20,Technology,6
2016,1,20,T Magazine,3
2016,1,20,Magazine,1
2016,1,20,Real Estate,5
2016,1,20,World,30
2016,1,20,Multimedia/Photos,2
2016,1,20,Your Money,1
2016,1,20,Opinion,21
2016,1,20,Crosswords & Games,1
2016,1,20,U.S.,33
2016,1,20,Health,4
2016,1,20,Theater,3
2016,1,20,Paid Death Notices,23
2016,1,21,Fashion & Style,15
2016,1,21,Blogs,4
2016,1,21,Style,3
2016,1,21,Books,4
2016,1,21,Food,1
2016,1,21,Education,4
2016,1,21,Universal,3
2016,1,21,N.Y. / Region,17
2016,1,21,Corrections,1
2016,1,21,Sports,19
2016,1,21,Science,3
2016,1,21,NYT Now,2
2016,1,21,The Upshot,3
2016,1,21,Arts,19
2016,1,21,Movies,9
2016,1,21,Business Day,28
2016,1,21,Technology,6
2016,1,21,T Magazine,7
2016,1,21,Magazine,1
2016,1,21,Travel,4
2016,1,21,World,31
2016,1,21,Multimedia/Photos,2
2016,1,21,Your Money,1
2016,1,21,Opinion,20
2016,1,21,Crosswords & Games,1
2016,1,21,U.S.,45
2016,1,21,Health,5
2016,1,21,Theater,3
2016,1,21,Paid Death Notices,11
2016,1,22,Fashion & Style,9
2016,1,22,Blogs,2
2016,1,22,Travel,2
2016,1,22,Books,2
2016,1,22,Food,2
2016,1,22,Education,3
2016,1,22,Universal,1
2016,1,22,N.Y. / Region,19
2016,1,22,Corrections,1
2016,1,22,Sports,21
2016,1,22,Science,2
2016,1,22,NYT Now,2
2016,1,22,The Upshot,1
2016,1,22,Arts,37
2016,1,22,Movies,16
2016,1,22,Business Day,26
2016,1,22,Technology,3
2016,1,22,T Magazine,9
2016,1,22,Real Estate,2
2016,1,22,World,29
2016,1,22,Multimedia/Photos,2
2016,1,22,Opinion,19
2016,1,22,Automobiles,1
2016,1,22,membercenter,1
2016,1,22,Crosswords & Games,1
2016,1,22,U.S.,36
2016,1,22,Health,3
2016,1,22,Theater,4
2016,1,22,Times Insider,2
2016,1,22,Paid Death Notices,21
2016,1,23,Fashion & Style,7
2016,1,23,Sports,22
2016,1,23,Opinion,21
2016,1,23,World,22
2016,1,23,Health,1
2016,1,23,Your Money,4
2016,1,23,Travel,1
2016,1,23,Technology,2
2016,1,23,N.Y. / Region,14
2016,1,23,Corrections,1
2016,1,23,Business Day,21
2016,1,23,Science,1
2016,1,23,Crosswords & Games,3
2016,1,23,The Upshot,1
2016,1,23,Arts,13
2016,1,23,Theater,1
2016,1,23,Movies,6
2016,1,23,U.S.,31
2016,1,23,Paid Death Notices,1
2016,1,23,T Magazine,2
2016,1,24,Fashion & Style,29
2016,1,24,Books,21
2016,1,24,Opinion,14
2016,1,24,Universal,3
2016,1,24,Sports,22
2016,1,24,Corrections,1
2016,1,24,N.Y. / Region,27
2016,1,24,NYT Now,1
2016,1,24,The Upshot,1
2016,1,24,Arts,17
2016,1,24,Movies,5
2016,1,24,Business Day,6
2016,1,24,Technology,5
2016,1,24,T Magazine,2
2016,1,24,Magazine,11
2016,1,24,Real Estate,13
2016,1,24,World,14
2016,1,24,Paid Death Notices,50
2016,1,24,Travel,12
2016,1,24,Job Market,1
2016,1,24,Crosswords & Games,1
2016,1,24,Theater,3
2016,1,24,U.S.,18
2016,1,25,Fashion & Style,6
2016,1,25,Blogs,3
2016,1,25,Travel,3
2016,1,25,Books,1
2016,1,25,Food,2
2016,1,25,Education,6
2016,1,25,N.Y. / Region,12
2016,1,25,Corrections,1
2016,1,25,Sports,24
2016,1,25,Science,1
2016,1,25,NYT Now,3
2016,1,25,Arts,16
2016,1,25,Movies,1
2016,1,25,Business Day,6
2016,1,25,Technology,4
2016,1,25,T Magazine,9
2016,1,25,Magazine,1
2016,1,25,World,11
2016,1,25,Multimedia/Photos,2
2016,1,25,Opinion,26
2016,1,25,Crosswords & Games,2
2016,1,25,Health,2
2016,1,25,Theater,4
2016,1,25,Times Insider,1
2016,1,25,U.S.,38
2016,1,26,Fashion & Style,7
2016,1,26,Blogs,3
2016,1,26,Books,1
2016,1,26,Opinion,21
2016,1,26,Education,4
2016,1,26,Universal,3
2016,1,26,N.Y. / Region,13
2016,1,26,Corrections,1
2016,1,26,Sports,21
2016,1,26,Science,9
2016,1,26,NYT Now,3
2016,1,26,The Upshot,5
2016,1,26,Arts,20
2016,1,26,Movies,4
2016,1,26,Business Day,24
2016,1,26,Technology,4
2016,1,26,T Magazine,8
2016,1,26,World,26
2016,1,26,Multimedia/Photos,2
2016,1,26,Your Money,1
2016,1,26,Travel,1
2016,1,26,Automobiles,1
2016,1,26,Crosswords & Games,1
2016,1,26,U.S.,52
2016,1,26,Health,9
2016,1,26,Theater,1
2016,1,26,Times Insider,1
2016,1,26,Paid Death Notices,7
2016,1,26,Times Topics,1
2016,1,27,Fashion & Style,14
2016,1,27,Blogs,3
2016,1,27,Travel,2
2016,1,27,Books,2
2016,1,27,Food,16
2016,1,27,Education,4
2016,1,27,Universal,2
2016,1,27,N.Y. / Region,15
2016,1,27,Corrections,1
2016,1,27,Sports,21
2016,1,27,Science,1
2016,1,27,NYT Now,3
2016,1,27,The Upshot,3
2016,1,27,Arts,18
2016,1,27,Movies,1
2016,1,27,Business Day,22
2016,1,27,Technology,6
2016,1,27,T Magazine,4
2016,1,27,Magazine,1
2016,1,27,Real Estate,7
2016,1,27,World,27
2016,1,27,Multimedia/Photos,2
2016,1,27,Opinion,23
2016,1,27,Crosswords & Games,1
2016,1,27,U.S.,45
2016,1,27,Health,5
2016,1,27,Theater,1
2016,1,27,Times Insider,1
2016,1,27,Paid Death Notices,16
2016,1,28,Fashion & Style,13
2016,1,28,Blogs,3
2016,1,28,Style,1
2016,1,28,Books,1
2016,1,28,Opinion,22
2016,1,28,Education,4
2016,1,28,Universal,1
2016,1,28,Sports,20
2016,1,28,Corrections,1
2016,1,28,N.Y. / Region,15
2016,1,28,NYT Now,4
2016,1,28,The Upshot,3
2016,1,28,Arts,23
2016,1,28,Movies,8
2016,1,28,Business Day,21
2016,1,28,Technology,9
2016,1,28,T Magazine,11
2016,1,28,World,29
2016,1,28,Multimedia/Photos,2
2016,1,28,Your Money,1
2016,1,28,Travel,1
2016,1,28,Crosswords & Games,1
2016,1,28,U.S.,45
2016,1,28,Health,2
2016,1,28,Theater,2
2016,1,28,Times Insider,1
2016,1,28,Paid Death Notices,15
2016,1,29,Fashion & Style,4
2016,1,29,Blogs,5
2016,1,29,Style,1
2016,1,29,Books,3
2016,1,29,Food,3
2016,1,29,Education,5
2016,1,29,Universal,3
2016,1,29,N.Y. / Region,16
2016,1,29,Corrections,2
2016,1,29,Sports,18
2016,1,29,Science,3
2016,1,29,NYT Now,5
2016,1,29,The Upshot,3
2016,1,29,Arts,34
2016,1,29,Movies,13
2016,1,29,Business Day,29
2016,1,29,Technology,5
2016,1,29,T Magazine,7
2016,1,29,Magazine,2
2016,1,29,Real Estate,3
2016,1,29,Travel,3
2016,1,29,World,25
2016,1,29,Multimedia/Photos,2
2016,1,29,Opinion,31
2016,1,29,Automobiles,2
2016,1,29,Sunday Review,1
2016,1,29,Crosswords & Games,1
2016,1,29,U.S.,47
2016,1,29,Health,5
2016,1,29,Theater,5
2016,1,29,Paid Death Notices,17
2016,1,30,Fashion & Style,2
2016,1,30,Opinion,10
2016,1,30,World,28
2016,1,30,Paid Death Notices,4
2016,1,30,Your Money,4
2016,1,30,Sports,19
2016,1,30,Corrections,1
2016,1,30,N.Y. / Region,8
2016,1,30,Crosswords & Games,3
2016,1,30,U.S.,41
2016,1,30,The Upshot,1
2016,1,30,Arts,9
2016,1,30,Theater,3
2016,1,30,Movies,5
2016,1,30,Business Day,22
2016,1,30,Technology,3
2016,1,31,Fashion & Style,25
2016,1,31,Travel,13
2016,1,31,Books,22
2016,1,31,Real Estate,16
2016,1,31,Education,1
2016,1,31,N.Y. / Region,24
2016,1,31,Corrections,1
2016,1,31,Sports,24
2016,1,31,NYT Now,2
2016,1,31,Opinion,17
2016,1,31,The Upshot,4
2016,1,31,Arts,22
2016,1,31,Movies,4
2016,1,31,Business Day,7
2016,1,31,Technology,1
2016,1,31,Magazine,15
2016,1,31,Paid Death Notices,62
2016,1,31,World,10
2016,1,31,Multimedia/Photos,1
2016,1,31,Your Money,1
2016,1,31,Food,1
2016,1,31,Job Market,2
2016,1,31,Crosswords & Games,1
2016,1,31,U.S.,24
2016,1,31,Health,1
2016,1,31,Theater,4
2016,1,31,Sunday Review,1
2016,1,31,Today’s Paper,1
2016,2,1,Fashion & Style,4
2016,2,1,Blogs,4
2016,2,1,Travel,3
2016,2,1,Books,1
2016,2,1,Food,2
2016,2,1,Education,5
2016,2,1,N.Y. / Region,12
2016,2,1,Corrections,1
2016,2,1,Sports,18
2016,2,1,Science,2
2016,2,1,NYT Now,3
2016,2,1,Arts,15
2016,2,1,Movies,3
2016,2,1,Business Day,9
2016,2,1,Technology,5
2016,2,1,T Magazine,11
2016,2,1,Magazine,3
2016,2,1,World,20
2016,2,1,Multimedia/Photos,2
2016,2,1,Opinion,20
2016,2,1,Crosswords & Games,2
2016,2,1,U.S.,28
2016,2,1,Health,5
2016,2,1,Theater,2
2016,2,1,Times Insider,1
2016,2,1,Paid Death Notices,9
2016,2,2,Fashion & Style,15
2016,2,2,Blogs,4
2016,2,2,Travel,1
2016,2,2,Books,1
2016,2,2,Opinion,23
2016,2,2,Education,4
2016,2,2,Universal,3
2016,2,2,Sports,13
2016,2,2,Corrections,1
2016,2,2,N.Y. / Region,10
2016,2,2,Science,9
2016,2,2,NYT Now,4
2016,2,2,The Upshot,5
2016,2,2,Arts,33
2016,2,2,Movies,1
2016,2,2,Business Day,27
2016,2,2,Technology,4
2016,2,2,T Magazine,5
2016,2,2,World,21
2016,2,2,Multimedia/Photos,3
2016,2,2,Your Money,1
2016,2,2,Real Estate,1
2016,2,2,Crosswords & Games,1
2016,2,2,U.S.,36
2016,2,2,Health,4
2016,2,2,Theater,1
2016,2,2,Times Insider,2
2016,2,2,Paid Death Notices,14
2016,2,2,Times Topics,1
2016,2,3,Fashion & Style,11
2016,2,3,Blogs,3
2016,2,3,Travel,3
2016,2,3,Books,2
2016,2,3,Food,18
2016,2,3,Education,4
2016,2,3,N.Y. / Region,10
2016,2,3,Corrections,1
2016,2,3,Sports,29
2016,2,3,NYT Now,2
2016,2,3,The Upshot,3
2016,2,3,Arts,14
2016,2,3,Movies,4
2016,2,3,Business Day,32
2016,2,3,Technology,8
2016,2,3,T Magazine,10
2016,2,3,Magazine,1
2016,2,3,Real Estate,6
2016,2,3,World,29
2016,2,3,Multimedia/Photos,2
2016,2,3,Opinion,20
2016,2,3,Crosswords & Games,1
2016,2,3,U.S.,46
2016,2,3,Health,4
2016,2,3,Theater,1
2016,2,3,Times Insider,2
2016,2,3,Paid Death Notices,11
2016,2,4,Fashion & Style,20
2016,2,4,Blogs,3
2016,2,4,Style,1
2016,2,4,Books,1
2016,2,4,Opinion,24
2016,2,4,Education,4
2016,2,4,N.Y. / Region,12
2016,2,4,Corrections,1
2016,2,4,Sports,17
2016,2,4,Science,1
2016,2,4,NYT Now,2
2016,2,4,The Upshot,2
2016,2,4,Arts,16
2016,2,4,Movies,6
2016,2,4,Business Day,23
2016,2,4,Technology,6
2016,2,4,T Magazine,8
2016,2,4,Magazine,1
2016,2,4,World,26
2016,2,4,Multimedia/Photos,3
2016,2,4,Your Money,1
2016,2,4,Travel,2
2016,2,4,Crosswords & Games,1
2016,2,4,U.S.,44
2016,2,4,Health,5
2016,2,4,Times Insider,2
2016,2,4,Paid Death Notices,10
2016,2,5,Fashion & Style,13
2016,2,5,Blogs,2
2016,2,5,Travel,1
2016,2,5,Books,1
2016,2,5,Food,2
2016,2,5,Education,4
2016,2,5,N.Y. / Region,14
2016,2,5,Corrections,1
2016,2,5,Sports,27
2016,2,5,Science,3
2016,2,5,NYT Now,3
2016,2,5,The Upshot,2
2016,2,5,Arts,30
2016,2,5,Movies,15
2016,2,5,Business Day,25
2016,2,5,Technology,5
2016,2,5,T Magazine,4
2016,2,5,Magazine,1
2016,2,5,Real Estate,2
2016,2,5,World,28
2016,2,5,Multimedia/Photos,2
2016,2,5,Opinion,23
2016,2,5,Automobiles,2
2016,2,5,Crosswords & Games,1
2016,2,5,U.S.,45
2016,2,5,Health,6
2016,2,5,Theater,4
2016,2,5,Paid Death Notices,15
2016,2,6,Fashion & Style,2
2016,2,6,Sports,21
2016,2,6,Opinion,21
2016,2,6,World,20
2016,2,6,Health,1
2016,2,6,Your Money,2
2016,2,6,Technology,1
2016,2,6,N.Y. / Region,7
2016,2,6,Corrections,1
2016,2,6,Business Day,16
2016,2,6,Science,3
2016,2,6,Crosswords & Games,2
2016,2,6,The Upshot,4
2016,2,6,Arts,7
2016,2,6,Theater,2
2016,2,6,Movies,2
2016,2,6,U.S.,21
2016,2,6,Paid Death Notices,1
2016,2,7,Fashion & Style,16
2016,2,7,Style,1
2016,2,7,Books,19
2016,2,7,Opinion,19
2016,2,7,Education,14
2016,2,7,Sports,27
2016,2,7,Corrections,1
2016,2,7,N.Y. / Region,34
2016,2,7,NYT Now,1
2016,2,7,The Upshot,2
2016,2,7,Arts,17
2016,2,7,Movies,6
2016,2,7,Business Day,9
2016,2,7,Technology,1
2016,2,7,Magazine,13
2016,2,7,Public Editor,1
2016,2,7,Travel,9
2016,2,7,World,13
2016,2,7,Health,1
2016,2,7,Your Money,1
2016,2,7,Real Estate,6
2016,2,7,Job Market,2
2016,2,7,Crosswords & Games,1
2016,2,7,U.S.,17
2016,2,7,Theater,3
2016,2,7,Paid Death Notices,56
2016,2,8,Fashion & Style,2
2016,2,8,Blogs,3
2016,2,8,Travel,3
2016,2,8,Books,1
2016,2,8,Food,1
2016,2,8,Education,5
2016,2,8,N.Y. / Region,10
2016,2,8,Corrections,1
2016,2,8,Sports,22
2016,2,8,Science,1
2016,2,8,NYT Now,2
2016,2,8,The Upshot,1
